unit,district,department,year,n_young,n_candidates,young_18to29_participation,young_18to29_register,total_electors,n_young_mayor,n_candidates_mayor,n_le29,n_le30,n_le31,n_le32,n_le33,n_le34,n_le35,youth_cand_share,youth_turnout_18to29,youth_share,log_total_electors,post,youth_cand_share_mayor,youth_cand_share_le29,youth_cand_share_le30,youth_cand_share_le31,youth_cand_share_le32,youth_cand_share_le33,youth_cand_share_le34,youth_cand_share_le35
8_13,SANTIAGO,MISIONES,2021,9,36,1137,1571,6115,1,3,6,6,6,6,9,9,9,0.25,0.7237428389560789,0.25690923957481604,8.718500048121273,1,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.25,0.25,0.25
8_15,VILLA FLORIDA,MISIONES,2015,8,27,740,855,2910,2,2,6,7,7,7,8,8,8,0.2962962962962963,0.8654970760233918,0.29381443298969073,7.975908360165538,0,1,0.2222222222222222,0.25925925925925924,0.25925925925925924,0.25925925925925924,0.2962962962962963,0.2962962962962963,0.2962962962962963
8_15,VILLA FLORIDA,MISIONES,2021,4,18,678,891,3431,1,2,1,3,3,4,4,4,4,0.2222222222222222,0.7609427609427609,0.2596910521713786,8.14060704285845,1,0.5,0.05555555555555555,0.16666666666666666,0.16666666666666666,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222
8_17,YABEBYRY,MISIONES,2015,12,48,305,598,2394,1,2,4,5,6,6,11,12,12,0.25,0.5100334448160535,0.24979114452798662,7.780720886117918,0,0.5,0.08333333333333333,0.10416666666666667,0.125,0.125,0.22916666666666666,0.25,0.25
8_17,YABEBYRY,MISIONES,2021,16,48,473,716,2770,1,2,9,10,11,13,13,14,16,0.3333333333333333,0.6606145251396648,0.2584837545126354,7.926602599181384,1,0.5,0.1875,0.20833333333333334,0.22916666666666666,0.2708333333333333,0.2708333333333333,0.2916666666666667,0.3333333333333333
8_3,SAN IGNACIO,MISIONES,2015,30,72,2335,5986,19871,1,4,14,16,19,21,23,28,30,0.4166666666666667,0.3900768459739392,0.301243017462634,9.897016661405816,0,0.25,0.19444444444444445,0.2222222222222222,0.2638888888888889,0.2916666666666667,0.3194444444444444,0.3888888888888889,0.4166666666666667
8_3,SAN IGNACIO,MISIONES,2021,38,84,3986,7123,23149,0,4,14,17,20,25,29,30,38,0.4523809523809524,0.5595956759792222,0.30770227655622273,10.049706862037105,1,0,0.16666666666666666,0.20238095238095238,0.23809523809523808,0.2976190476190476,0.34523809523809523,0.35714285714285715,0.4523809523809524
8_5,SAN MIGUEL,MISIONES,2015,14,36,516,995,3652,0,2,5,7,7,10,13,14,14,0.3888888888888889,0.5185929648241207,0.27245345016429356,8.20303024171486,0,0,0.1388888888888889,0.19444444444444445,0.19444444444444445,0.2777777777777778,0.3611111111111111,0.3888888888888889,0.3888888888888889
8_5,SAN MIGUEL,MISIONES,2021,15,36,724,1102,4371,0,2,8,9,10,13,13,13,15,0.4166666666666667,0.6569872958257713,0.25211622054449784,8.382747094863314,1,0,0.2222222222222222,0.25,0.2777777777777778,0.3611111111111111,0.3611111111111111,0.3611111111111111,0.4166666666666667
8_7,SAN PATRICIO,MISIONES,2015,6,18,801,1085,3567,1,2,1,1,3,4,5,5,6,0.3333333333333333,0.7382488479262673,0.30417717970283153,8.17948018535889,0,0.5,0.05555555555555555,0.05555555555555555,0.16666666666666666,0.2222222222222222,0.2777777777777778,0.2777777777777778,0.3333333333333333
8_7,SAN PATRICIO,MISIONES,2021,3,27,1123,1512,4794,2,2,1,1,2,3,3,3,3,0.1111111111111111,0.7427248677248677,0.31539424280350437,8.475120414994329,1,1,0.037037037037037035,0.037037037037037035,0.07407407407407407,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
8_9,SANTA MARIA,MISIONES,2015,9,36,1002,1740,5843,1,4,5,5,6,7,7,8,9,0.25,0.5758620689655173,0.29779223001882593,8.672999642554437,0,0.25,0.1388888888888889,0.1388888888888889,0.16666666666666666,0.19444444444444445,0.19444444444444445,0.2222222222222222,0.25
8_9,SANTA MARIA,MISIONES,2021,23,60,1233,1836,6744,0,2,17,19,20,21,23,23,23,0.38333333333333336,0.6715686274509803,0.2722419928825623,8.81640849968169,1,0,0.2833333333333333,0.31666666666666665,0.3333333333333333,0.35,0.38333333333333336,0.38333333333333336,0.38333333333333336
9_0,PARAGUARI,PARAGUARI,2015,18,60,2062,4622,15068,0,4,9,10,12,14,15,16,18,0.3,0.44612721765469493,0.30674276612689144,9.620328568811932,0,0,0.15,0.16666666666666666,0.2,0.23333333333333334,0.25,0.26666666666666666,0.3
9_0,PARAGUARI,PARAGUARI,2021,25,84,2475,5793,17741,1,3,10,12,14,15,15,19,25,0.2976190476190476,0.42723977213878817,0.3265317625838453,9.783633624060649,1,0.3333333333333333,0.11904761904761904,0.14285714285714285,0.16666666666666666,0.17857142857142858,0.17857142857142858,0.2261904761904762,0.2976190476190476
9_1,ACAHAY,PARAGUARI,2015,26,72,2007,3423,12170,0,4,10,12,14,18,23,25,26,0.3611111111111111,0.5863277826468011,0.28126540673788003,9.406729185981574,0,0,0.1388888888888889,0.16666666666666666,0.19444444444444445,0.25,0.3194444444444444,0.3472222222222222,0.3611111111111111
9_1,ACAHAY,PARAGUARI,2021,12,72,2241,3577,13144,0,6,5,8,10,11,12,12,12,0.16666666666666666,0.6265026558568633,0.2721393791844188,9.483720659717104,1,0,0.06944444444444445,0.1111111111111111,0.1388888888888889,0.1527777777777778,0.16666666666666666,0.16666666666666666,0.16666666666666666
9_11,LA COLMENA,PARAGUARI,2015,10,36,818,1399,4998,0,2,3,4,6,9,9,9,10,0.2777777777777778,0.5847033595425304,0.27991196478591435,8.516793111394898,0,0,0.08333333333333333,0.1111111111111111,0.16666666666666666,0.25,0.25,0.25,0.2777777777777778
9_11,LA COLMENA,PARAGUARI,2021,5,27,959,1543,5702,0,2,2,2,3,4,4,5,5,0.18518518518518517,0.6215165262475697,0.2706068046299544,8.648572269472618,1,0,0.07407407407407407,0.07407407407407407,0.1111111111111111,0.14814814814814814,0.14814814814814814,0.18518518518518517,0.18518518518518517
9_12,MARIA ANTONIA,PARAGUARI,2015,3,36,1423,2711,8568,0,2,1,1,1,1,2,2,3,0.08333333333333333,0.5248985614164515,0.3164098972922502,9.055789612127585,0,0,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.05555555555555555,0.05555555555555555,0.08333333333333333
9_12,MARIA ANTONIA,PARAGUARI,2021,11,45,2186,3589,10980,1,4,5,6,6,7,10,11,11,0.24444444444444444,0.609083310114238,0.3268670309653916,9.3038307150635209,1,0.25,0.1111111111111111,0.13333333333333333,0.13333333333333333,0.15555555555555556,0.2222222222222222,0.24444444444444444,0.24444444444444444
9_15,PIRAYU,PARAGUARI,2015,12,36,1632,2875,10631,1,4,5,7,7,8,8,10,12,0.3333333333333333,0.5676521739130435,0.2704355187658734,9.271529540288606,0,0.25,0.1388888888888889,0.19444444444444445,0.19444444444444445,0.2222222222222222,0.2222222222222222,0.2777777777777778,0.3333333333333333
9_15,PIRAYU,PARAGUARI,2021,9,36,2204,3401,12071,0,4,2,2,3,5,6,8,9,0.25,0.6480446927374302,0.2817496479164941,9.398561160701128,1,0,0.05555555555555555,0.05555555555555555,0.08333333333333333,0.1388888888888889,0.16666666666666666,0.2222222222222222,0.25
9_17,QUIINDY,PARAGUARI,2015,15,60,2147,3710,13971,0,2,5,6,6,9,9,12,15,0.25,0.5787061994609164,0.26555006799799585,9.544739031650487,0,0,0.08333333333333333,0.1,0.1,0.15,0.15,0.2,0.25
9_17,QUIINDY,PARAGUARI,2021,12,48,2251,3901,15258,0,3,6,7,7,10,11,12,12,0.25,0.5770315303768264,0.25566915716345523,9.632859234650175,1,0,0.125,0.14583333333333334,0.14583333333333334,0.20833333333333334,0.22916666666666666,0.25,0.25
9_19,QUYQUYHO,PARAGUARI,2015,5,27,616,1247,5034,1,2,2,3,3,4,4,4,5,0.18518518518518517,0.49398556535685645,0.2477155343663091,8.523970175695261,0,0.5,0.07407407407407407,0.1111111111111111,0.1111111111111111,0.14814814814814814,0.14814814814814814,0.14814814814814814,0.18518518518518517
9_19,QUYQUYHO,PARAGUARI,2021,5,27,792,1375,5819,1,2,2,2,3,3,3,5,5,0.18518518518518517,0.576,0.23629489603024575,8.66888370465667,1,0.5,0.07407407407407407,0.07407407407407407,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.18518518518518517,0.18518518518518517
9_21,SAN ROQUE GONZALEZ DE SANTACRUZ,PARAGUARI,2015,14,36,840,1783,7107,1,3,7,10,12,13,13,14,14,0.3888888888888889,0.4711160964666293,0.25087941466160124,8.868835492826895,0,0.3333333333333333,0.19444444444444445,0.2777777777777778,0.3333333333333333,0.3611111111111111,0.3611111111111111,0.3888888888888889,0.3888888888888889
9_21,SAN ROQUE GONZALEZ DE SANTACRUZ,PARAGUARI,2021,22,54,1324,2092,8263,1,3,18,21,21,21,22,22,22,0.4074074074074074,0.6328871892925431,0.2531768122957764,9.019542996701185,1,0.3333333333333333,0.3333333333333333,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.4074074074074074,0.4074074074074074,0.4074074074074074
9_23,SAPUCAI,PARAGUARI,2015,6,36,836,1609,5782,2,2,4,5,5,5,6,6,6,0.16666666666666666,0.5195773772529522,0.27827741265997924,8.662504922576291,0,1,0.1111111111111111,0.1388888888888889,0.1388888888888889,0.1388888888888889,0.16666666666666666,0.16666666666666666,0.16666666666666666
9_23,SAPUCAI,PARAGUARI,2021,10,27,962,1526,6172,0,3,5,5,5,5,6,6,10,0.37037037037037035,0.6304062909567497,0.2472456254050551,8.72777821348305,1,0,0.18518518518518517,0.18518518518518517,0.18518518518518517,0.18518518518518517,0.2222222222222222,0.2222222222222222,0.37037037037037035
9_25,TEBICUARYMI,PARAGUARI,2015,9,36,488,790,2987,2,2,4,6,8,8,9,9,9,0.25,0.6177215189873417,0.2644794107800469,8.00202481821611,0,1,0.1111111111111111,0.16666666666666666,0.2222222222222222,0.2222222222222222,0.25,0.25,0.25
9_25,TEBICUARYMI,PARAGUARI,2021,8,36,673,920,3484,0,3,3,3,3,4,5,7,8,0.2222222222222222,0.7315217391304348,0.26406429391504016,8.155936337972394,1,0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.1111111111111111,0.1388888888888889,0.19444444444444445,0.2222222222222222
9_27,YAGUARON,PARAGUARI,2015,17,60,3543,5705,20573,1,2,6,7,8,9,12,14,17,0.2833333333333333,0.621034180543383,0.2773052058523307,9.93173481547423,0,0.5,0.1,0.11666666666666667,0.13333333333333333,0.15,0.2,0.23333333333333334,0.2833333333333333
9_27,YAGUARON,PARAGUARI,2021,19,60,4067,6491,23323,0,3,7,9,12,15,17,19,19,0.31666666666666665,0.6265598521029118,0.2783089653989624,10.057195277130344,1,0,0.11666666666666667,0.15,0.2,0.25,0.2833333333333333,0.31666666666666665,0.31666666666666665
9_29,YBYCUI,PARAGUARI,2015,12,48,1779,4536,15264,0,2,5,5,7,7,8,11,12,0.25,0.3921957671957672,0.2971698113207547,9.633252393688068,0,0,0.10416666666666667,0.10416666666666667,0.14583333333333334,0.14583333333333334,0.16666666666666666,0.22916666666666666,0.25
9_29,YBYCUI,PARAGUARI,2021,18,60,2297,4561,16539,1,3,10,11,14,15,16,17,18,0.3,0.5036176277132208,0.275772416712014,9.713476507257793,1,0.3333333333333333,0.16666666666666666,0.18333333333333332,0.23333333333333334,0.25,0.26666666666666666,0.2833333333333333,0.3
9_3,CAAPUCU,PARAGUARI,2015,13,48,629,1252,5069,0,2,5,8,10,10,12,13,13,0.2708333333333333,0.5023961661341853,0.24699151706450975,8.53089883847235,0,0,0.10416666666666667,0.16666666666666666,0.20833333333333334,0.20833333333333334,0.25,0.2708333333333333,0.2708333333333333
9_3,CAAPUCU,PARAGUARI,2021,13,36,980,1416,5638,1,2,5,7,9,9,11,13,13,0.3611111111111111,0.692090395480226,0.25115289109613337,8.637284671674058,1,0.5,0.1388888888888889,0.19444444444444445,0.25,0.25,0.3055555555555556,0.3611111111111111,0.3611111111111111
9_31,YBYTYMI,PARAGUARI,2015,12,36,892,1339,4795,0,2,6,7,9,11,11,12,12,0.3333333333333333,0.666168782673637,0.27924921793534935,8.475328987317539,0,0,0.16666666666666666,0.19444444444444445,0.25,0.3055555555555556,0.3055555555555556,0.3333333333333333,0.3333333333333333
9_31,YBYTYMI,PARAGUARI,2021,12,27,892,1238,5057,0,2,10,11,11,11,11,11,12,0.4444444444444444,0.7205169628432956,0.24480917540043504,8.528528701079983,1,0,0.37037037037037035,0.4074074074074074,0.4074074074074074,0.4074074074074074,0.4074074074074074,0.4074074074074074,0.4444444444444444
9_5,CARAPEGUA,PARAGUARI,2015,29,84,2918,6372,24722,0,2,9,12,15,19,25,28,29,0.34523809523809523,0.45794099183929693,0.25774613704392846,10.115448814447769,0,0,0.10714285714285714,0.14285714285714285,0.17857142857142858,0.2261904761904762,0.2976190476190476,0.3333333333333333,0.34523809523809523
9_5,CARAPEGUA,PARAGUARI,2021,36,84,3865,6903,27021,1,3,22,25,29,29,32,35,36,0.42857142857142855,0.5599014921048819,0.25546796935716665,10.204369620451853,1,0.3333333333333333,0.2619047619047619,0.2976190476190476,0.34523809523809523,0.34523809523809523,0.38095238095238093,0.4166666666666667,0.42857142857142855
9_7,ESCOBAR,PARAGUARI,2015,7,27,431,1160,4363,0,1,4,5,5,5,6,7,7,0.25925925925925924,0.371551724137931,0.26587210634884256,8.38091517312361,0,0,0.14814814814814814,0.18518518518518517,0.18518518518518517,0.18518518518518517,0.2222222222222222,0.25925925925925924,0.25925925925925924
9_7,ESCOBAR,PARAGUARI,2021,3,18,690,1167,4924,0,1,1,2,2,2,3,3,3,0.16666666666666666,0.5912596401028277,0.23700243704305443,8.501876487304344,1,0,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.16666666666666666,0.16666666666666666,0.16666666666666666
9_9,GENERAL BERNARDINO CABALLERO,PARAGUARI,2015,7,27,780,1258,5113,1,2,3,4,4,4,5,6,7,0.25925925925925924,0.6200317965023847,0.24603950713866615,8.53954159508,0,0.5,0.1111111111111111,0.14814814814814814,0.14814814814814814,0.14814814814814814,0.18518518518518517,0.2222222222222222,0.25925925925925924
9_9,GENERAL BERNARDINO CABALLERO,PARAGUARI,2021,6,27,623,1133,5262,1,3,3,4,4,6,6,6,6,0.2222222222222222,0.5498676081200353,0.2153173698213607,8.568266461600238,1,0.3333333333333333,0.1111111111111111,0.14814814814814814,0.14814814814814814,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222
