year,department_id,district_id,department,district,youth_turnout_18to29,youth_turnout_female,youth_turnout_male,young_18to29_register,young_18to29_participation,n_candidates,n_young,n_young_30,n_young_female,n_young_male,n_female,youth_cand_share,youth_cand_share_30,young_female_share,young_male_share,female_cand_share,mean_cand_age,n_candidates_mayor,n_young_mayor,n_female_mayor,youth_cand_share_mayor,female_cand_share_mayor,mean_cand_age_mayor,total_electors,log_total_electors,youth_share,n_le29,n_le30,n_le31,n_le32,n_le33,n_le34,n_le35
2006,10,10_15,ALTO PARANA,MBARACAYU,0.5930735930735931,0.6105610561056105,0.5794871794871795,693,411,30,7,2,2,5,6,0.23333333333333334,0.06666666666666667,0.06666666666666667,0.16666666666666666,0.2,41.13333333333333,3,1,0,0.3333333333333333,0,41.333333333333336,2443,7.8009820712577405,0.2836676217765043,2,2,4,5,6,7,7
2006,10,10_17,ALTO PARANA,MINGA GUAZU,0.36742916558357164,0.36492374727668847,0.3697165589259075,7694,2827,48,17,8,3,14,9,0.3541666666666667,0.16666666666666666,0.0625,0.2916666666666667,0.1875,41.270833333333336,3,1,0,0.3333333333333333,0,36.333333333333336,23187,10.051347055774981,0.3318238668219261,6,8,8,12,15,15,17
2006,10,10_19,ALTO PARANA,MINGA PORA,0.5246636771300448,0.5282685512367491,0.522020725388601,1338,702,72,22,10,7,15,15,0.3055555555555556,0.1388888888888889,0.09722222222222222,0.20833333333333334,0.20833333333333334,42.06944444444444,4,2,0,0.5,0,36,4062,8.30943074214033,0.3293943870014771,8,10,10,14,15,21,22
2006,10,10_21,ALTO PARANA,NARANJAL,0.531858407079646,0.5449101796407185,0.5214626391096979,1130,601,36,11,5,3,8,7,0.3055555555555556,0.1388888888888889,0.08333333333333333,0.2222222222222222,0.19444444444444445,42.19444444444444,2,1,0,0.5,0,37,3908,8.270781013162674,0.28915046059365407,4,5,6,7,8,9,11
2006,10,10_23,ALTO PARANA,ÑACUNDAY,0.4303448275862069,0.46579804560260585,0.4043062200956938,725,312,48,15,4,2,13,15,0.3125,0.08333333333333333,0.041666666666666664,0.2708333333333333,0.3125,42.958333333333336,2,0,0,0,0,47,2524,7.8336002236611035,0.28724247226624405,3,4,5,6,11,14,15
2006,10,10_25,ALTO PARANA,PRESIDENTE FRANCO,0.3921515561569689,0.3914739481749791,0.39279137069192316,7390,2898,84,31,21,9,22,23,0.36904761904761907,0.25,0.10714285714285714,0.2619047619047619,0.27380952380952384,41.20238095238095,4,0,0,0,0,46,24774,10.117549995114146,0.2982966012755308,16,21,21,22,24,28,31
2006,10,10_27,ALTO PARANA,SAN ALBERTO,0.4661949685534591,0.47387387387387386,0.4602510460251046,1272,593,60,20,12,10,10,16,0.3333333333333333,0.2,0.16666666666666666,0.16666666666666666,0.26666666666666666,42.18333333333333,3,0,0,0,0,47,4078,8.3133619511344,0.31191760666993623,12,12,13,13,14,16,20
2006,10,10_29,ALTO PARANA,SAN CRISTOBAL,0.7301587301587301,0.7450110864745011,0.7193548387096774,1071,782,48,18,10,4,14,10,0.375,0.20833333333333334,0.08333333333333333,0.2916666666666667,0.20833333333333334,41.0625,2,0,0,0,0,49.5,3088,8.035278911144667,0.34682642487046633,10,10,11,11,14,16,18
2006,10,10_30,ALTO PARANA,SANTA FE DEL PARANA,0.7724425887265136,0.7665198237885462,0.7777777777777778,479,370,59,24,13,7,17,16,0.4067796610169492,0.22033898305084745,0.11864406779661017,0.288135593220339,0.2711864406779661,39.30508474576271,2,0,0,0,0,48,1326,7.189922170745808,0.361236802413273,12,13,14,17,20,20,24
2006,10,10_31,ALTO PARANA,SANTA RITA,0.6867167919799498,0.6702819956616052,0.700838769804287,1995,1370,48,13,8,3,10,11,0.2708333333333333,0.16666666666666666,0.0625,0.20833333333333334,0.22916666666666666,41.020833333333336,2,0,0,0,0,46.5,5439,8.60135049942296,0.3667953667953668,8,8,10,13,13,13,13
2006,10,10_33,ALTO PARANA,SANTA ROSA DEL MONDAY,0.6019682886823401,0.6051703877790834,0.5991820040899796,1829,1101,36,13,11,4,9,8,0.3611111111111111,0.3055555555555556,0.1111111111111111,0.25,0.2222222222222222,39.611111111111114,2,0,0,0,0,41.5,4974,8.51197962436335,0.36771210293526335,10,11,11,11,13,13,13
2006,10,10_35,ALTO PARANA,YGUAZU,0.5276497695852534,0.5187074829931972,0.5350140056022409,1302,687,27,8,4,1,7,5,0.2962962962962963,0.14814814814814814,0.037037037037037035,0.25925925925925924,0.18518518518518517,42.666666666666664,3,0,0,0,0,48.333333333333336,4213,8.345930261979017,0.3090434369807738,2,4,6,7,7,8,8
2006,11,11_0,CENTRAL,AREGUA,0.4549174544941442,0.48484848484848486,0.42348857390801276,7087,3224,84,30,17,10,20,27,0.35714285714285715,0.20238095238095238,0.11904761904761904,0.23809523809523808,0.32142857142857145,40.54761904761905,4,0,1,0,0.25,55.25,22512,10.02180377935417,0.3148098791755508,13,17,18,22,27,29,30
2006,11,11_1,CENTRAL,CAPIATA,0.368814868452812,0.38371764705882355,0.3531219028741328,20715,7640,60,12,7,2,10,14,0.2,0.11666666666666667,0.03333333333333333,0.16666666666666666,0.23333333333333334,45.06666666666667,4,0,0,0,0,49.5,69276,11.145853804848933,0.2990213060800277,5,7,9,9,10,11,12
2006,11,11_3,CENTRAL,FERNANDO DE LA MORA,0.39918580536139486,0.393427931292009,0.40528146742567994,26038,10394,102,39,23,12,27,40,0.38235294117647056,0.22549019607843138,0.11764705882352941,0.2647058823529412,0.39215686274509803,41.86274509803921,3,2,0,0.6666666666666666,0,34.333333333333336,80890,11.300845486011998,0.3218939300284337,23,23,29,30,32,33,39
2006,11,11_5,CENTRAL,GUARAMBARE,0.546002538071066,0.5493945188017846,0.5426405559065066,3152,1721,47,10,4,4,6,15,0.2127659574468085,0.0851063829787234,0.0851063829787234,0.1276595744680851,0.3191489361702128,45.340425531914896,3,1,0,0.3333333333333333,0,36,10292,9.239122173401634,0.3062572872133696,3,4,4,6,8,9,10
2006,11,11_7,CENTRAL,ITA,0.45741150442477874,0.48407367280606717,0.4296045197740113,9040,4135,78,29,21,10,19,21,0.3717948717948718,0.2692307692307692,0.1282051282051282,0.24358974358974358,0.2692307692307692,41.5,3,0,2,0,0.6666666666666666,44.666666666666664,30062,10.311017194693171,0.30071186215155343,19,21,22,22,23,26,29
2006,11,11_9,CENTRAL,ITAUGUA,0.4112219451371571,0.434326171875,0.38710499490316,8020,3298,84,28,18,13,15,29,0.3333333333333333,0.21428571428571427,0.15476190476190477,0.17857142857142858,0.34523809523809523,40.98809523809524,3,0,0,0,0,45.666666666666664,30356,10.320749470523804,0.2641981815786006,16,18,19,22,23,25,28
2006,11,11_11,CENTRAL,JULIAN AUGUSTO SALDIVAR,0.34211576846307384,0.3580296355626752,0.3263032232391564,5010,1714,72,28,16,7,21,20,0.3888888888888889,0.2222222222222222,0.09722222222222222,0.2916666666666667,0.2777777777777778,41.125,4,1,0,0.25,0,40.5,16675,9.721665870783825,0.30044977511244375,12,16,19,22,22,26,28
2006,11,11_13,CENTRAL,LAMBARE,0.43067546978161503,0.43122074180770614,0.4301014121884182,21659,9328,77,17,10,6,11,29,0.22077922077922077,0.12987012987012986,0.07792207792207792,0.14285714285714285,0.37662337662337664,45.61038961038961,5,0,0,0,0,45.8,70189,11.158946882579238,0.30858111669919785,8,10,11,13,15,17,17
2006,11,11_15,CENTRAL,LIMPIO,0.4838345478805296,0.5099351175993512,0.45707753065890666,9743,4714,84,27,13,15,12,30,0.32142857142857145,0.15476190476190477,0.17857142857142858,0.14285714285714285,0.35714285714285715,40.75,4,1,0,0.25,0,45.75,33366,10.41529269641562,0.2920038362404843,11,13,16,19,20,23,27
2006,11,11_17,CENTRAL,LUQUE,0.34585369411421485,0.3631074849237318,0.32760561266601634,27422,9484,81,16,7,5,11,20,0.19753086419753085,0.08641975308641975,0.06172839506172839,0.13580246913580246,0.24691358024691357,43.32098765432099,6,0,0,0,0,50.333333333333336,90197,11.409751446074106,0.3040234154129295,4,7,9,11,13,16,16
2006,11,11_19,CENTRAL,MARIANO ROQUE ALONSO,0.43582120155833504,0.44539486771434256,0.4256399407658134,9754,4251,79,23,9,10,13,23,0.2911392405063291,0.11392405063291139,0.12658227848101267,0.16455696202531644,0.2911392405063291,42.91139240506329,6,0,0,0,0,49.666666666666664,33134,10.408315224498482,0.2943803947606688,9,9,12,14,17,18,23
2006,11,11_21,CENTRAL,NUEVA ITALIA,0.7540453074433657,0.7762982689747004,0.7329974811083123,1545,1165,45,16,10,4,12,12,0.35555555555555557,0.2222222222222222,0.08888888888888889,0.26666666666666666,0.26666666666666666,41.06666666666667,2,0,0,0,0,54,5607,8.631771096123673,0.27554842161583737,8,10,12,12,14,15,16
2006,11,11_23,CENTRAL,ÑEMBY,0.39354395604395603,0.39954819277108433,0.3873762376237624,13104,5157,72,20,6,8,12,23,0.2777777777777778,0.08333333333333333,0.1111111111111111,0.16666666666666666,0.3194444444444444,41.15277777777778,4,1,0,0.25,0,41,42007,10.645591550044825,0.3119480086652225,5,6,6,9,14,17,20
2006,11,11_25,CENTRAL,SAN ANTONIO,0.44636942675159236,0.4534005037783375,0.43917525773195876,3925,1752,83,26,8,10,16,24,0.3132530120481928,0.0963855421686747,0.12048192771084337,0.1927710843373494,0.2891566265060241,43.3855421686747,4,2,1,0.5,0.25,42.75,14382,9.57373270366244,0.27291058267278545,6,8,10,15,17,20,26
2006,11,11_27,CENTRAL,SAN LORENZO,0.30314258747858913,0.304600775712184,0.3015454478869113,28607,8672,120,44,29,14,30,41,0.36666666666666664,0.24166666666666667,0.11666666666666667,0.25,0.3416666666666667,41.4,4,0,0,0,0,49,98665,11.499485552603526,0.28994070845791314,23,29,32,36,39,42,44
2006,11,11_29,CENTRAL,VILLA ELISA,0.49342530717827116,0.5008396305625524,0.48560035445281347,9278,4578,72,26,14,10,16,26,0.3611111111111111,0.19444444444444445,0.1388888888888889,0.2222222222222222,0.3611111111111111,43.638888888888886,4,0,0,0,0,50.25,29511,10.292518354180867,0.31439124394293655,10,14,15,19,22,23,26
2006,11,11_31,CENTRAL,VILLETA,0.5880346365783259,0.6270661157024794,0.5477333333333333,3811,2241,60,13,9,5,8,22,0.21666666666666667,0.15,0.08333333333333333,0.13333333333333333,0.36666666666666664,43.81666666666667,2,0,0,0,0,36,13395,9.502636781978708,0.2845091452034341,7,9,10,10,11,11,13
2006,11,11_33,CENTRAL,YPACARAI,0.6344391785150079,0.6735751295336787,0.5971622455274522,3165,2008,47,16,8,7,9,12,0.3404255319148936,0.1702127659574468,0.14893617021276595,0.19148936170212766,0.2553191489361702,43.53191489361702,3,1,0,0.3333333333333333,0,46,11557,9.355046592975441,0.27385999826944707,6,8,10,10,12,13,16
2006,11,11_35,CENTRAL,YPANE,0.4973871733966746,0.5324794144556267,0.45948616600790515,4210,2094,83,32,20,17,15,33,0.3855421686746988,0.24096385542168675,0.20481927710843373,0.18072289156626506,0.39759036144578314,41.602409638554214,4,1,0,0.25,0,38.75,13154,9.484481173861296,0.32005473620191577,17,20,22,24,26,28,32
2006,12,12_0,ÑEEMBUCU,PILAR,0.547993705743509,0.5811676082862524,0.5117332235487855,5084,2786,72,18,8,5,13,24,0.25,0.1111111111111111,0.06944444444444445,0.18055555555555555,0.3333333333333333,44.388888888888886,2,1,0,0.5,0,40,18055,9.801177933711559,0.28158404873996123,8,8,10,12,14,16,18
2006,12,12_1,ÑEEMBUCU,ALBERDI,0.7635593220338983,0.7610169491525424,0.7661016949152543,1180,901,43,16,8,6,10,15,0.37209302325581395,0.18604651162790697,0.13953488372093023,0.23255813953488372,0.3488372093023256,40.395348837209305,5,1,0,0.2,0,39,4804,8.477204183199873,0.2456286427976686,4,8,12,12,14,16,16
2006,12,12_3,ÑEEMBUCU,CERRITO,0.5014619883040936,0.4953271028037383,0.5068870523415978,684,343,47,8,4,1,7,15,0.1702127659574468,0.0851063829787234,0.02127659574468085,0.14893617021276595,0.3191489361702128,44.191489361702125,2,0,0,0,0,46,2663,7.887208585813932,0.2568531731130304,4,4,5,5,5,7,8
2006,12,12_5,ÑEEMBUCU,DESMOCHADOS,0.5681818181818182,0.6060606060606061,0.5303030303030303,264,150,31,11,6,5,6,9,0.3548387096774194,0.1935483870967742,0.16129032258064516,0.1935483870967742,0.2903225806451613,46,3,0,0,0,0,53,1112,7.013915474810528,0.23741007194244604,5,6,7,7,9,10,11
2006,12,12_7,ÑEEMBUCU,GENERAL JOSE EDUVIGIS DIAZ,0.4540059347181009,0.4838709677419355,0.42342342342342343,674,306,36,6,2,1,5,6,0.16666666666666666,0.05555555555555555,0.027777777777777776,0.1388888888888889,0.16666666666666666,49.27777777777778,3,1,0,0.3333333333333333,0,44.333333333333336,2519,7.831617276352611,0.26756649464073046,1,2,2,3,5,5,6
2006,12,12_9,ÑEEMBUCU,GUAZU CUA,0.30097087378640774,0.2925170068027211,0.30864197530864196,309,93,18,6,4,3,3,8,0.3333333333333333,0.2222222222222222,0.16666666666666666,0.16666666666666666,0.4444444444444444,44.77777777777778,1,0,0,0,0,43,1222,7.108244139731541,0.2528641571194763,4,4,4,5,6,6,6
2006,12,12_11,ÑEEMBUCU,HUMAITA,0.47920433996383366,0.5708812260536399,0.3972602739726027,553,265,24,7,4,3,4,8,0.2916666666666667,0.16666666666666666,0.125,0.16666666666666666,0.3333333333333333,40.083333333333336,2,1,0,0.5,0,36.5,2011,7.606387389772652,0.27498756837394334,4,4,5,5,5,5,7
2006,12,12_13,ÑEEMBUCU,ISLA UMBU,0.6570796460176991,0.7280701754385965,0.5848214285714286,452,297,30,9,6,5,4,9,0.3,0.2,0.16666666666666666,0.13333333333333333,0.3,45.166666666666664,3,1,0,0.3333333333333333,0,46.333333333333336,1882,7.540090320145325,0.24017003188097769,5,6,7,8,8,9,9
2006,12,12_15,ÑEEMBUCU,LAURELES,0.4212860310421286,0.41025641025641024,0.4296875,451,190,32,14,6,6,8,10,0.4375,0.1875,0.1875,0.25,0.3125,38.1875,2,0,1,0,0.5,43.5,2123,7.660585461703256,0.21243523316062177,6,6,9,9,12,12,14
2006,12,12_17,ÑEEMBUCU,MAYOR JOSE DEJESUS MARTINEZ,0.5253807106598984,0.5605263157894737,0.49264705882352944,788,414,36,8,4,4,4,10,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2777777777777778,42.02777777777778,2,1,0,0.5,0,35,2687,7.8961806086154915,0.2932638630442873,3,4,5,6,6,7,8
2006,12,12_19,ÑEEMBUCU,PASO DE PATRIA,0.5620915032679739,0.6329113924050633,0.4864864864864865,306,172,36,12,7,5,7,8,0.3333333333333333,0.19444444444444445,0.1388888888888889,0.19444444444444445,0.2222222222222222,41.22222222222222,3,0,0,0,0,55.666666666666664,1103,7.005789019253503,0.2774252039891206,6,7,9,9,9,11,12
2006,12,12_21,ÑEEMBUCU,SAN JUAN BAUTISTA,0.5148842337375965,0.5107398568019093,0.5184426229508197,907,467,26,8,4,2,6,9,0.3076923076923077,0.15384615384615385,0.07692307692307693,0.23076923076923078,0.34615384615384615,41.65384615384615,2,0,0,0,0,43.5,3287,8.097730573664219,0.275935503498631,4,4,5,6,6,8,8
2006,12,12_23,ÑEEMBUCU,TACUARAS,0.4824016563146998,0.47,0.4911660777385159,483,233,26,11,6,4,7,6,0.4230769230769231,0.23076923076923078,0.15384615384615385,0.2692307692307692,0.23076923076923078,38.61538461538461,3,0,0,0,0,48.666666666666664,1793,7.491645473605133,0.2693809258226436,6,6,6,9,9,10,11
2006,12,12_25,ÑEEMBUCU,VILLA FRANCA,0.5875706214689266,0.5783132530120482,0.5957446808510638,177,104,18,5,3,1,4,5,0.2777777777777778,0.16666666666666666,0.05555555555555555,0.2222222222222222,0.2777777777777778,46.833333333333336,2,0,0,0,0,44,706,6.559615237493242,0.2507082152974504,2,3,3,4,4,4,5
2006,12,12_27,ÑEEMBUCU,VILLA OLIVA,0.6346153846153846,0.5988372093023255,0.6598360655737705,416,264,18,4,1,1,3,3,0.2222222222222222,0.05555555555555555,0.05555555555555555,0.16666666666666666,0.16666666666666666,43.611111111111114,2,1,0,0.5,0,36,1879,7.538494999413465,0.22139435870143692,1,1,2,2,2,4,4
2006,12,12_29,ÑEEMBUCU,VILLALBIN,0.3235294117647059,0.319047619047619,0.3282828282828283,408,132,36,10,6,2,8,9,0.2777777777777778,0.16666666666666666,0.05555555555555555,0.2222222222222222,0.25,42.94444444444444,2,0,0,0,0,44.5,1420,7.258412150595307,0.28732394366197184,4,6,6,8,8,10,10
2006,13,13_0,AMAMBAY,PEDRO JUAN CABALLERO,0.4979068550497122,0.5418399600731991,0.4494958753437214,11466,5709,84,21,12,10,11,19,0.25,0.14285714285714285,0.11904761904761904,0.13095238095238096,0.2261904761904762,44.345238095238095,5,1,1,0.2,0.2,42.6,42521,10.657753350523642,0.2696549940029632,9,12,13,16,18,19,21
2006,13,13_1,AMAMBAY,BELLA VISTA,0.59296875,0.6492063492063492,0.5384615384615384,1280,759,48,15,9,3,12,12,0.3125,0.1875,0.0625,0.25,0.25,41.958333333333336,3,0,1,0,0.3333333333333333,52.666666666666664,5396,8.593413217327646,0.23721275018532245,9,9,10,11,14,15,15
2006,13,13_3,AMAMBAY,CAPITAN BADO,0.5828402366863905,0.6494427558257345,0.5196926032660903,2028,1182,36,12,6,5,7,13,0.3333333333333333,0.16666666666666666,0.1388888888888889,0.19444444444444445,0.3611111111111111,39.666666666666664,2,0,0,0,0,39,7766,8.957510510291613,0.26113829513262943,6,6,7,7,9,10,12
2006,14,14_0,CANINDEYU,SALTO DEL GUAIRA,0.6512141280353201,0.6547756041426928,0.647932131495228,1812,1180,24,10,4,2,8,6,0.4166666666666667,0.16666666666666666,0.08333333333333333,0.3333333333333333,0.25,39.333333333333336,2,0,0,0,0,48.5,5182,8.552946361122055,0.34967194133539176,3,4,6,8,9,10,10
2006,14,14_1,CANINDEYU,CORPUS CHRISTI,0.4751203852327448,0.5101253616200578,0.45017182130584193,2492,1184,48,16,10,3,13,11,0.3333333333333333,0.20833333333333334,0.0625,0.2708333333333333,0.22916666666666666,44.479166666666664,2,1,0,0.5,0,39,7714,8.950792138768174,0.32304900181488205,9,10,11,13,14,14,16
2006,14,14_3,CANINDEYU,FRANCISCO CABALLERO ALVAREZ,0.6672297297297297,0.7052238805970149,0.6358024691358025,1184,790,36,8,7,2,6,7,0.2222222222222222,0.19444444444444445,0.05555555555555555,0.16666666666666666,0.19444444444444445,42.833333333333336,2,0,0,0,0,53,3369,8.122371243406553,0.3514395963193826,5,7,7,8,8,8,8
2006,14,14_5,CANINDEYU,ITANARA,0.20077220077220076,0.22123893805309736,0.18493150684931506,259,52,27,10,3,3,7,8,0.37037037037037035,0.1111111111111111,0.1111111111111111,0.25925925925925924,0.2962962962962963,38.851851851851855,3,2,0,0.6666666666666666,0,35,780,6.659293919683638,0.33205128205128204,3,3,5,7,7,9,10
2006,14,14_7,CANINDEYU,KATUETE,0.6461366181410975,0.6762177650429799,0.6268382352941176,893,577,36,14,6,4,10,9,0.3888888888888889,0.16666666666666666,0.1111111111111111,0.2777777777777778,0.25,41.083333333333336,3,0,0,0,0,40,2393,7.780303087908373,0.37317175094024235,6,6,6,9,11,13,14
2006,14,14_9,CANINDEYU,LA PALOMA,0.7273695420660277,0.7723970944309927,0.6920152091254753,939,683,36,13,6,4,9,13,0.3611111111111111,0.16666666666666666,0.1111111111111111,0.25,0.3611111111111111,40.888888888888886,2,0,1,0,0.5,42,2635,7.876638460975463,0.3563567362428843,6,6,8,8,9,10,13
2006,14,14_13,CANINDEYU,SAN ISIDRO DEL CURUGUATY,0.4745152908255047,0.4962894248608534,0.45802599227256763,5003,2374,72,27,10,5,22,16,0.375,0.1388888888888889,0.06944444444444445,0.3055555555555556,0.2222222222222222,41.77777777777778,6,1,1,0.16666666666666666,0.16666666666666666,41.333333333333336,15918,9.675205823365795,0.3142982786782259,10,10,12,16,19,25,27
2006,14,14_15,CANINDEYU,VILLA YGATIMI,0.589989888776542,0.6068883610451307,0.5774647887323944,1978,1167,36,13,8,2,11,7,0.3611111111111111,0.2222222222222222,0.05555555555555555,0.3055555555555556,0.19444444444444445,39.166666666666664,3,0,0,0,0,55,6016,8.702177865629675,0.32878989361702127,8,8,9,10,12,12,13
2006,14,14_16,CANINDEYU,YASY CAÑY,0.4454649827784156,0.4280442804428044,0.4578155657292348,2613,1164,45,17,12,3,14,6,0.37777777777777777,0.26666666666666666,0.06666666666666667,0.3111111111111111,0.13333333333333333,37.6,5,1,1,0.2,0.2,38.2,8717,9.073030421011577,0.299759091430538,10,12,15,16,16,17,17
2006,14,14_17,CANINDEYU,YPEJHU,0.4034090909090909,0.41846153846153844,0.39050131926121373,704,284,36,16,9,5,11,7,0.4444444444444444,0.25,0.1388888888888889,0.3055555555555556,0.19444444444444445,38.44444444444444,4,2,0,0.5,0,33,2545,7.841885928984623,0.27662082514734776,4,9,13,14,15,15,16
2006,15,15_0,PDTE. HAYES,VILLA HAYES,0.43046860178334284,0.4678517397881997,0.39284354777312525,5271,2269,96,33,15,19,14,38,0.34375,0.15625,0.19791666666666666,0.14583333333333334,0.3958333333333333,40.979166666666664,4,0,1,0,0.25,44.75,20233,9.915070213779195,0.26051500024712104,12,15,22,24,27,32,33
2006,15,15_1,PDTE. HAYES,BENJAMIN ACEVAL,0.5661538461538461,0.6136012364760433,0.5191424196018377,2600,1472,72,24,16,13,11,32,0.3333333333333333,0.2222222222222222,0.18055555555555555,0.1527777777777778,0.4444444444444444,40.25,3,0,0,0,0,39.333333333333336,8855,9.088737550216933,0.29361942405420666,14,16,18,19,20,23,24
2006,15,15_3,PDTE. HAYES,JOSE FALCON,0.7031746031746032,0.7375415282392026,0.6717325227963525,630,443,36,13,9,7,6,16,0.3611111111111111,0.25,0.19444444444444445,0.16666666666666666,0.4444444444444444,40.94444444444444,2,1,0,0.5,0,39,2277,7.7306140660637395,0.2766798418972332,8,9,10,11,12,12,13
2006,15,15_5,PDTE. HAYES,NANAWA,0.653179190751445,0.6447963800904978,0.6619385342789598,865,565,36,11,6,4,7,12,0.3055555555555556,0.16666666666666666,0.1111111111111111,0.19444444444444445,0.3333333333333333,42.47222222222222,3,2,0,0.6666666666666666,0,34.333333333333336,4123,8.3243363327069,0.20979869027407227,6,6,6,8,8,11,11
2006,15,15_7,PDTE. HAYES,PUERTO PINASCO,0.5014005602240896,0.5157232704402516,0.4898989898989899,357,179,24,7,3,4,3,8,0.2916666666666667,0.125,0.16666666666666666,0.125,0.3333333333333333,39.833333333333336,2,1,0,0.5,0,36,1460,7.286191714702382,0.24452054794520547,3,3,4,5,6,6,7
2006,15,15_9,PDTE. HAYES,TENIENTE IRALA FERNANDEZ,0.2654185022026432,0.28674698795180725,0.24746450304259635,908,241,18,8,3,4,4,7,0.4444444444444444,0.16666666666666666,0.2222222222222222,0.2222222222222222,0.3888888888888889,42.166666666666664,2,0,0,0,0,46.5,6053,8.708309295891688,0.1500082603667603,1,3,4,4,5,6,8
2006,16,16_0,ALTO PARAGUAY,FUERTE OLIMPO,0.6010362694300518,0.6079136690647482,0.5946843853820598,579,348,24,10,3,2,8,6,0.4166666666666667,0.125,0.08333333333333333,0.3333333333333333,0.25,38.041666666666664,2,1,0,0.5,0,48,2217,7.7039102096163115,0.26116373477672533,3,3,6,7,8,9,10
2006,16,16_1,ALTO PARAGUAY,PUERTO CASADO,0.2326454033771107,0.23516949152542374,0.23063973063973064,1066,248,60,19,13,7,12,17,0.31666666666666665,0.21666666666666667,0.11666666666666667,0.2,0.2833333333333333,40.11666666666667,3,0,0,0,0,45.333333333333336,4072,8.311889558230359,0.26178781925343814,8,13,13,13,15,19,19
2006,16,16_3,ALTO PARAGUAY,BAHIA NEGRA,0.5181347150259067,0.5918367346938775,0.4421052631578947,193,100,18,6,4,2,4,5,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.2777777777777778,38.27777777777778,2,1,0,0.5,0,36,920,6.824373670043086,0.20978260869565218,4,4,4,4,4,4,6
2006,17,17_0,BOQUERON,FILADELFIA,0.4937853107344633,0.495260663507109,0.4924406047516199,885,437,33,12,3,4,8,8,0.36363636363636365,0.09090909090909091,0.12121212121212122,0.24242424242424243,0.24242424242424243,41.96969696969697,3,1,0,0.3333333333333333,0,48.666666666666664,4685,8.452121194672523,0.18890074706510138,3,3,3,4,7,11,12
2006,17,17_1,BOQUERON,LOMA PLATA,0.22289156626506024,0.24555160142348753,0.206266318537859,664,148,27,3,0,1,2,5,0.1111111111111111,0,0.037037037037037035,0.07407407407407407,0.18518518518518517,44.888888888888886,3,0,0,0,0,50.333333333333336,5411,8.596189197642735,0.12271299205322492,0,0,1,1,2,3,3
2006,17,17_3,BOQUERON,MARISCAL JOSE FELIX ESTIGARRIBIA,0.4849137931034483,0.5530973451327433,0.42016806722689076,1392,675,48,17,10,5,12,14,0.3541666666666667,0.20833333333333334,0.10416666666666667,0.25,0.2916666666666667,41.375,4,2,0,0.5,0,35.75,6770,8.820256365906321,0.20561299852289514,9,10,11,12,15,16,17
2010,0,0_0,CAPITAL,ASUNCION,0.5391214246126412,0.5384050590938159,0.5398631581528803,82998,44746,336,96,46,39,57,142,0.2857142857142857,0.13690476190476192,0.11607142857142858,0.16964285714285715,0.4226190476190476,45.63988095238095,6,0,0,0,0,48,359995,12.793845421446953,0.23055320212780733,35,46,59,65,77,92,96
2010,1,1_0,CONCEPCION,CONCEPCION,0.40634340750581205,0.43501454898157127,0.3760669170365312,12044,4894,60,21,15,13,8,26,0.35,0.25,0.21666666666666667,0.13333333333333333,0.43333333333333335,40.416666666666664,3,2,0,0.6666666666666666,0,36.666666666666664,44478,10.702749963884775,0.2707855569045371,14,15,18,19,20,20,21
2010,1,1_1,CONCEPCION,BELEN,0.4825677919203099,0.5264367816091954,0.4418356456776948,1807,872,27,17,15,6,11,8,0.6296296296296297,0.5555555555555556,0.2222222222222222,0.4074074074074074,0.2962962962962963,36.148148148148145,3,1,1,0.3333333333333333,0.3333333333333333,47,5785,8.663023639627777,0.31235955056179776,11,15,15,15,15,15,17
2010,1,1_2,CONCEPCION,AZOTEY,0.7006060606060606,0.729483282674772,0.6814516129032258,825,578,36,18,15,7,11,11,0.5,0.4166666666666667,0.19444444444444445,0.3055555555555556,0.3055555555555556,37.138888888888886,4,1,2,0.25,0.5,43.25,2766,7.925157512224703,0.2982646420824295,12,15,16,16,17,17,18
2010,1,1_3,CONCEPCION,HORQUETA,0.49185291997116076,0.5048959608323134,0.48022907008453775,6935,3411,72,25,19,7,18,21,0.3472222222222222,0.2638888888888889,0.09722222222222222,0.25,0.2916666666666667,39.791666666666664,5,1,0,0.2,0,45,25615,10.150933396373302,0.2707398008979114,18,19,20,22,22,23,25
2010,1,1_5,CONCEPCION,LORETO,0.5382239382239382,0.5740740740740741,0.5078459343794579,2590,1394,36,17,12,6,11,15,0.4722222222222222,0.3333333333333333,0.16666666666666666,0.3055555555555556,0.4166666666666667,38.97222222222222,3,0,0,0,0,39,8442,9.040974526342444,0.3067993366500829,8,12,12,13,16,16,17
2010,1,1_6,CONCEPCION,SAN CARLOS DEL APA,0.7575757575757576,0.7721518987341772,0.7441860465116279,165,125,18,4,2,2,2,7,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.3888888888888889,42.111111111111114,2,0,0,0,0,47,575,6.354370040797351,0.28695652173913044,1,2,2,2,2,3,4
2010,1,1_7,CONCEPCION,SAN LAZARO,0.640590405904059,0.6184971098265896,0.6636500754147813,1355,868,45,21,16,7,14,18,0.4666666666666667,0.35555555555555557,0.15555555555555556,0.3111111111111111,0.4,38.644444444444446,3,0,0,0,0,47.666666666666664,5477,8.608312784783722,0.24739821069928794,15,16,17,17,19,20,21
